task_id,sc_id,time_first_known,sc_start_time,container_start_time,finish_time,distance_to_container,time_to_container,travel_time,idle_time,origin_location,destination_location,sc_total_distance,container_distance
CO_TFTU000044,SC020,2024-08-21 07:08:00,2024-08-21 07:06:51,2024-08-21 07:08:00,2024-08-21 07:10:48,382227,68.8077407740774,237.37245724572458,0,QC007,WS015.01,1318604,936377
CO_TFTU000049,SC020,2024-08-21 07:09:00,2024-08-21 07:08:09,2024-08-21 07:09:00,2024-08-21 07:11:30,282637,50.87974797479748,201.5164716471647,0,QC006,WS015.01,1119424,836787
CO_TFTU000050,SC020,2024-08-21 07:09:00,2024-08-21 07:07:51,2024-08-21 07:09:00,2024-08-21 07:11:48,382227,68.8077407740774,237.37245724572458,0,QC007,WS015.01,1318604,936377
CO_TFTU000055,SC020,2024-08-21 07:10:00,2024-08-21 07:08:51,2024-08-21 07:10:00,2024-08-21 07:12:48,382227,68.8077407740774,237.37245724572458,0,QC007,WS015.01,1318604,936377
CO_TFTU000093,SC020,2024-08-21 07:16:00,2024-08-21 07:15:09,2024-08-21 07:16:00,2024-08-21 07:18:30,282637,50.87974797479748,201.5164716471647,0,QC006,WS015.01,1119424,836787
CO_TFTU000101,SC020,2024-08-21 07:17:00,2024-08-21 07:16:09,2024-08-21 07:17:00,2024-08-21 07:19:30,282637,50.87974797479748,201.5164716471647,0,QC006,WS015.01,1119424,836787
CO_TFTU000168,SC020,2024-08-21 07:31:00,2024-08-21 07:30:09,2024-08-21 07:31:00,2024-08-21 07:33:30,282637,50.87974797479748,201.5164716471647,0,QC006,WS015.01,1119424,836787
CO_TFTU000188,SC020,2024-08-21 07:38:00,2024-08-21 07:37:27,2024-08-21 07:38:00,2024-08-21 07:40:12,182193,32.798019801980196,165.35301530153015,0,QC005,WS015.01,918536,736343
CO_TFTU000217,SC020,2024-08-21 07:46:00,2024-08-21 07:45:27,2024-08-21 07:46:00,2024-08-21 07:48:12,182193,32.798019801980196,165.35301530153015,0,QC005,WS015.01,918536,736343
CO_TFTU000270,SC020,2024-08-21 08:04:00,2024-08-21 08:03:09,2024-08-21 08:04:00,2024-08-21 08:06:30,282637,50.87974797479748,201.5164716471647,0,QC006,WS015.01,1119424,836787
CO_TFTU000014,SC020,2024-08-21 07:02:00,2024-08-21 07:00:51,2024-08-21 07:02:00,2024-08-21 07:04:48,382227,68.8077407740774,237.37245724572458,0,QC007,WS015.01,1318604,936377
CO_TFTU000009,SC020,2024-08-21 07:01:00,2024-08-21 06:59:51,2024-08-21 07:01:00,2024-08-21 07:03:57,382227,68.8077407740774,246.37335733573357,0,QC007,WS016.01,1368604,986377
CO_TFTU000015,SC020,2024-08-21 07:03:00,2024-08-21 07:02:27,2024-08-21 07:03:00,2024-08-21 07:05:21,182193,32.798019801980196,174.35391539153915,0,QC005,WS016.01,968536,786343
CO_TFTU000060,SC020,2024-08-21 07:11:00,2024-08-21 07:09:51,2024-08-21 07:11:00,2024-08-21 07:13:57,382227,68.8077407740774,246.37335733573357,0,QC007,WS016.01,1368604,986377
CO_TFTU000061,SC020,2024-08-21 07:11:00,2024-08-21 07:09:51,2024-08-21 07:11:00,2024-08-21 07:13:57,382227,68.8077407740774,246.37335733573357,0,QC007,WS016.01,1368604,986377
CO_TFTU000108,SC020,2024-08-21 07:18:00,2024-08-21 07:17:09,2024-08-21 07:18:00,2024-08-21 07:20:39,282637,50.87974797479748,210.5173717371737,0,QC006,WS016.01,1169424,886787
CO_TFTU000163,SC020,2024-08-21 07:30:00,2024-08-21 07:29:27,2024-08-21 07:30:00,2024-08-21 07:32:21,182193,32.798019801980196,174.35391539153915,0,QC005,WS016.01,968536,786343
CO_TFTU000206,SC020,2024-08-21 07:44:00,2024-08-21 07:42:51,2024-08-21 07:44:00,2024-08-21 07:46:57,382227,68.8077407740774,246.37335733573357,0,QC007,WS016.01,1368604,986377
CO_TFTU000219,SC020,2024-08-21 07:46:00,2024-08-21 07:44:51,2024-08-21 07:46:00,2024-08-21 07:48:57,382227,68.8077407740774,246.37335733573357,0,QC007,WS016.01,1368604,986377
CO_TFTU000261,SC020,2024-08-21 08:02:00,2024-08-21 08:00:51,2024-08-21 08:02:00,2024-08-21 08:04:57,382227,68.8077407740774,246.37335733573357,0,QC007,WS016.01,1368604,986377
CO_TFTU000265,SC020,2024-08-21 08:04:00,2024-08-21 08:03:27,2024-08-21 08:04:00,2024-08-21 08:06:21,182193,32.798019801980196,174.35391539153915,0,QC005,WS016.01,968536,786343
CO_TFTU000041,SC020,2024-08-21 07:08:00,2024-08-21 07:07:27,2024-08-21 07:08:00,2024-08-21 07:10:30,182193,32.798019801980196,183.35481548154814,0,QC005,WS017.01,1018536,836343
CO_TFTU000058,SC020,2024-08-21 07:11:00,2024-08-21 07:10:27,2024-08-21 07:11:00,2024-08-21 07:13:30,182193,32.798019801980196,183.35481548154814,0,QC005,WS017.01,1018536,836343
CO_TFTU000178,SC020,2024-08-21 07:36:00,2024-08-21 07:35:09,2024-08-21 07:36:00,2024-08-21 07:38:48,282637,50.87974797479748,219.51827182718273,0,QC006,WS017.01,1219424,936787
CO_TFTU000198,SC020,2024-08-21 07:41:00,2024-08-21 07:39:51,2024-08-21 07:41:00,2024-08-21 07:44:06,382227,68.8077407740774,255.37425742574257,0,QC007,WS017.01,1418604,1036377
CO_TFTU000204,SC020,2024-08-21 07:43:00,2024-08-21 07:42:27,2024-08-21 07:43:00,2024-08-21 07:45:30,182193,32.798019801980196,183.35481548154814,0,QC005,WS017.01,1018536,836343
CO_TFTU000216,SC020,2024-08-21 07:46:00,2024-08-21 07:45:27,2024-08-21 07:46:00,2024-08-21 07:48:30,182193,32.798019801980196,183.35481548154814,0,QC005,WS017.01,1018536,836343
CO_TFTU000236,SC020,2024-08-21 07:53:00,2024-08-21 07:52:09,2024-08-21 07:53:00,2024-08-21 07:55:48,282637,50.87974797479748,219.51827182718273,0,QC006,WS017.01,1219424,936787
CO_TFTU000243,SC020,2024-08-21 07:57:00,2024-08-21 07:55:51,2024-08-21 07:57:00,2024-08-21 08:00:06,382227,68.8077407740774,255.37425742574257,0,QC007,WS017.01,1418604,1036377
CO_TFTU000263,SC020,2024-08-21 08:03:00,2024-08-21 08:02:27,2024-08-21 08:03:00,2024-08-21 08:05:30,182193,32.798019801980196,183.35481548154814,0,QC005,WS017.01,1018536,836343
CO_TFTU000155,SC020,2024-08-21 07:28:00,2024-08-21 07:27:27,2024-08-21 07:28:00,2024-08-21 07:29:16,182193,32.798019801980196,108.8003600360036,0,QC005,YARD001.02,604386,422193
CO_TFTU000259,SC020,2024-08-21 08:02:00,2024-08-21 08:01:09,2024-08-21 08:02:00,2024-08-21 08:03:34,282637,50.87974797479748,144.96381638163817,0,QC006,YARD001.02,805274,522637
CO_TFTU000272,SC020,2024-08-21 08:05:00,2024-08-21 08:04:27,2024-08-21 08:05:00,2024-08-21 08:06:16,182193,32.798019801980196,108.8003600360036,0,QC005,YARD001.02,604386,422193
CO_TFTU000129,SC020,2024-08-21 07:23:00,2024-08-21 07:22:09,2024-08-21 07:23:00,2024-08-21 07:24:32,282637,50.87974797479748,143.16363636363636,0,QC006,YARD001.03,795274,512637
CO_TFTU000130,SC020,2024-08-21 07:23:00,2024-08-21 07:22:09,2024-08-21 07:23:00,2024-08-21 07:24:30,282637,50.87974797479748,141.36345634563457,0,QC006,YARD001.04,785274,502637
CO_TFTU000068,SC020,2024-08-21 07:12:00,2024-08-21 07:11:27,2024-08-21 07:12:00,2024-08-21 07:13:10,182193,32.798019801980196,103.3998199819982,0,QC005,YARD001.05,574386,392193
CO_TFTU000099,SC020,2024-08-21 07:17:00,2024-08-21 07:16:27,2024-08-21 07:17:00,2024-08-21 07:18:10,182193,32.798019801980196,103.3998199819982,0,QC005,YARD001.05,574386,392193
CO_TFTU000072,SC020,2024-08-21 07:13:00,2024-08-21 07:12:27,2024-08-21 07:13:00,2024-08-21 07:13:58,182193,32.798019801980196,90.7985598559856,0,QC005,YARD001.14,504386,322193
CO_TFTU000141,SC020,2024-08-21 07:25:00,2024-08-21 07:24:45,2024-08-21 07:25:00,2024-08-21 07:25:39,82176,14.793159315931593,54.78883888388839,0,QC004,YARD001.14,304352,222176
CO_TFTU000164,SC020,2024-08-21 07:30:00,2024-08-21 07:29:09,2024-08-21 07:30:00,2024-08-21 07:31:16,282637,50.87974797479748,126.96201620162016,0,QC006,YARD001.14,705274,422637
CO_TFTU000280,SC020,2024-08-21 08:07:00,2024-08-21 08:06:27,2024-08-21 08:07:00,2024-08-21 08:07:50,182193,32.798019801980196,83.5978397839784,0,QC005,YARD001.18,464386,282193
CO_TFTU000004,SC020,2024-08-21 07:00:00,2024-08-21 06:59:09,2024-08-21 07:00:00,2024-08-21 07:01:07,282637,50.87974797479748,117.96111611161116,0,QC006,YARD001.19,655274,372637
CO_TFTU000075,SC020,2024-08-21 07:13:00,2024-08-21 07:12:09,2024-08-21 07:13:00,2024-08-21 07:14:07,282637,50.87974797479748,117.96111611161116,0,QC006,YARD001.19,655274,372637
CO_TFTU000114,SC020,2024-08-21 07:19:00,2024-08-21 07:18:09,2024-08-21 07:19:00,2024-08-21 07:20:05,282637,50.87974797479748,116.16093609360937,0,QC006,YARD001.20,645274,362637
CO_TFTU000247,SC020,2024-08-21 07:58:00,2024-08-21 07:57:27,2024-08-21 07:58:00,2024-08-21 07:58:45,182193,32.798019801980196,78.197299729973,0,QC005,YARD001.21,434386,252193
CO_TFTU000254,SC020,2024-08-21 08:02:00,2024-08-21 08:01:45,2024-08-21 08:02:00,2024-08-21 08:02:27,82176,14.793159315931593,42.18757875787579,0,QC004,YARD001.21,234352,152176
CO_TFTU000074,SC020,2024-08-21 07:13:00,2024-08-21 07:12:27,2024-08-21 07:13:00,2024-08-21 07:13:39,182193,32.798019801980196,72.79675967596759,0,QC005,YARD001.24,404386,222193
CO_TFTU000152,SC020,2024-08-21 07:27:00,2024-08-21 07:26:09,2024-08-21 07:27:00,2024-08-21 07:27:58,282637,50.87974797479748,108.96021602160216,0,QC006,YARD001.24,605274,322637
CO_TFTU000032,SC020,2024-08-21 07:06:00,2024-08-21 07:05:27,2024-08-21 07:06:00,2024-08-21 07:06:38,182193,32.798019801980196,70.9965796579658,0,QC005,YARD001.25,394386,212193
CO_TFTU000251,SC020,2024-08-21 07:59:00,2024-08-21 07:58:27,2024-08-21 07:59:00,2024-08-21 07:59:38,182193,32.798019801980196,70.9965796579658,0,QC005,YARD001.25,394386,212193
CO_TFTU000260,SC020,2024-08-21 08:02:00,2024-08-21 08:01:09,2024-08-21 08:02:00,2024-08-21 08:02:54,282637,50.87974797479748,105.35985598559856,0,QC006,YARD001.26,585274,302637
CO_TFTU000104,SC020,2024-08-21 07:18:00,2024-08-21 07:17:27,2024-08-21 07:18:00,2024-08-21 07:18:34,182193,32.798019801980196,67.3962196219622,0,QC005,YARD001.27,374386,192193
CO_TFTU000126,SC020,2024-08-21 07:22:00,2024-08-21 07:21:27,2024-08-21 07:22:00,2024-08-21 07:22:34,182193,32.798019801980196,67.3962196219622,0,QC005,YARD001.27,374386,192193
CO_TFTU000246,SC020,2024-08-21 07:58:00,2024-08-21 07:57:45,2024-08-21 07:58:00,2024-08-21 07:58:16,82176,14.793159315931593,31.386498649864986,0,QC004,YARD001.27,174352,92176
CO_TFTU000277,SC020,2024-08-21 08:07:00,2024-08-21 08:06:45,2024-08-21 08:07:00,2024-08-21 08:07:16,82176,14.793159315931593,31.386498649864986,0,QC004,YARD001.27,174352,92176
CO_TFTU000127,SC020,2024-08-21 07:22:00,2024-08-21 07:21:09,2024-08-21 07:22:00,2024-08-21 07:22:49,282637,50.87974797479748,99.95931593159315,0,QC006,YARD001.29,555274,272637
CO_TFTU000066,SC020,2024-08-21 07:12:00,2024-08-21 07:11:45,2024-08-21 07:12:00,2024-08-21 07:12:09,82176,14.793159315931593,24.185778577857786,0,QC004,YARD001.31,134352,52176
CO_TFTU000082,SC020,2024-08-21 07:15:00,2024-08-21 07:14:27,2024-08-21 07:15:00,2024-08-21 07:15:27,182193,32.798019801980196,60.195499549954995,0,QC005,YARD001.31,334386,152193
CO_TFTU000111,SC020,2024-08-21 07:19:00,2024-08-21 07:18:45,2024-08-21 07:19:00,2024-08-21 07:19:09,82176,14.793159315931593,24.185778577857786,0,QC004,YARD001.31,134352,52176
CO_TFTU000273,SC020,2024-08-21 08:05:00,2024-08-21 08:04:27,2024-08-21 08:05:00,2024-08-21 08:05:27,182193,32.798019801980196,60.195499549954995,0,QC005,YARD001.31,334386,152193
CO_TFTU000070,SC020,2024-08-21 07:12:00,2024-08-21 07:10:51,2024-08-21 07:12:00,2024-08-21 07:12:54,382227,68.8077407740774,123.21404140414042,0,QC007,YARD001.36,684454,302227
CO_TFTU000120,SC020,2024-08-21 07:20:00,2024-08-21 07:18:51,2024-08-21 07:20:00,2024-08-21 07:20:54,382227,68.8077407740774,123.21404140414042,0,QC007,YARD001.36,684454,302227
CO_TFTU000133,SC020,2024-08-21 07:24:00,2024-08-21 07:23:27,2024-08-21 07:24:00,2024-08-21 07:24:18,182193,32.798019801980196,51.194599459946,0,QC005,YARD001.36,284386,102193
CO_TFTU000257,SC020,2024-08-21 08:02:00,2024-08-21 08:01:09,2024-08-21 08:02:00,2024-08-21 08:02:36,282637,50.87974797479748,87.35805580558056,0,QC006,YARD001.36,485274,202637
CO_TFTU000267,SC020,2024-08-21 08:04:00,2024-08-21 08:03:27,2024-08-21 08:04:00,2024-08-21 08:04:16,182193,32.798019801980196,49.394419441944194,0,QC005,YARD001.37,274386,92193
CO_TFTU000248,SC020,2024-08-21 07:58:00,2024-08-21 07:57:27,2024-08-21 07:58:00,2024-08-21 07:58:14,182193,32.798019801980196,47.5942394239424,0,QC005,YARD001.38,264386,82193
CO_TFTU000284,SC020,2024-08-21 08:08:00,2024-08-21 08:07:45,2024-08-21 08:08:00,2024-08-21 08:08:22,82176,14.793159315931593,36.966696669666966,0,QC004,YARD001.40,205350,123174
CO_TFTU000089,SC020,2024-08-21 07:16:00,2024-08-21 07:15:27,2024-08-21 07:16:00,2024-08-21 07:16:11,182193,32.798019801980196,44.16741674167417,0,QC005,YARD001.44,245350,63157
CO_TFTU000113,SC020,2024-08-21 07:19:00,2024-08-21 07:18:27,2024-08-21 07:19:00,2024-08-21 07:19:11,182193,32.798019801980196,44.16741674167417,0,QC005,YARD001.44,245350,63157
CO_TFTU000052,SC020,2024-08-21 07:10:00,2024-08-21 07:09:27,2024-08-21 07:10:00,2024-08-21 07:10:14,182193,32.798019801980196,47.76777677767777,0,QC005,YARD001.46,265350,83157
CO_TFTU000100,SC020,2024-08-21 07:17:00,2024-08-21 07:16:27,2024-08-21 07:17:00,2024-08-21 07:17:22,182193,32.798019801980196,54.96849684968497,0,QC005,YARD001.50,305350,123157
CO_TFTU000142,SC020,2024-08-21 07:25:00,2024-08-21 07:24:09,2024-08-21 07:25:00,2024-08-21 07:25:11,282637,50.87974797479748,62.15553555355535,0,QC006,YARD001.50,345274,62637
CO_TFTU000147,SC020,2024-08-21 07:26:00,2024-08-21 07:25:27,2024-08-21 07:26:00,2024-08-21 07:26:23,182193,32.798019801980196,56.76867686768677,0,QC005,YARD001.51,315350,133157
CO_TFTU000090,SC020,2024-08-21 07:16:00,2024-08-21 07:15:09,2024-08-21 07:16:00,2024-08-21 07:16:07,282637,50.87974797479748,58.56885688568857,0,QC006,YARD001.52,325350,42713
CO_TFTU000026,SC020,2024-08-21 07:05:00,2024-08-21 07:04:09,2024-08-21 07:05:00,2024-08-21 07:05:11,282637,50.87974797479748,62.16921692169217,0,QC006,YARD001.54,345350,62713
CO_TFTU000151,SC020,2024-08-21 07:27:00,2024-08-21 07:26:09,2024-08-21 07:27:00,2024-08-21 07:27:16,282637,50.87974797479748,67.56975697569757,0,QC006,YARD001.57,375350,92713
CO_TFTU000059,SC020,2024-08-21 07:11:00,2024-08-21 07:10:09,2024-08-21 07:11:00,2024-08-21 07:11:18,282637,50.87974797479748,69.36993699369937,0,QC006,YARD001.58,385350,102713
